DATE,core_cpi_index,yoy_growth,mom_growth,mom_annualized
2019-08-01,263.877,2.321135673598529,0.2267547857794039,2.7552509492569266
2019-09-01,264.388,2.3300099083477743,0.19365082974263093,2.3487208448161656
2019-10-01,264.97,2.3378148209658223,0.2201310195621753,2.6737901353711235
2019-11-01,265.548,2.3546960942649298,0.2181379024040364,2.649289846841607
2019-12-01,266.02,2.2905988164406255,0.17774564297226014,2.153923473539132
2020-01-01,266.716,2.2817391837892886,0.2616344635741674,3.185188613410017
2020-02-01,267.37,2.3676613601035346,0.2452046371421268,2.982464495615811
2020-03-01,267.054,2.097741687598198,-0.11818827841568735,-1.4090763749500246
2020-04-01,265.746,1.4309324152566472,-0.48978858208451603,-5.721690365231547
2020-05-01,265.412,1.2184564692601985,-0.12568392374673332,-1.497824983470586
2020-06-01,265.849,1.1836841884912408,0.16464967672902286,1.9937869646949657
2020-07-01,267.389,1.560695837131587,0.5792762056656242,7.177117348547557
2020-08-01,268.422,1.7223933878284248,0.38632853258735445,4.735726818522901
2020-09-01,268.933,1.7190644053436621,0.19037187711885561,2.308534321389466
2020-10-01,269.306,1.6364116692455521,0.1386962552011095,1.6771101329237537
2020-11-01,269.981,1.6693780408814973,0.25064424854999157,3.0495422343979284
2020-12-01,270.341,1.624313961356294,0.13334271670970566,1.6118999013637891
2021-01-01,270.416,1.3872433599783962,0.027742739725011845,0.33342132208866726
2021-02-01,270.776,1.2738901148221515,0.1331282172652548,1.6092879315206865
2021-03-01,271.453,1.6472323949463519,0.2500221585369333,3.0418689985363123
2021-04-01,273.626,2.965237482408023,0.8005069017472666,10.040509598203883
2021-05-01,275.457,3.7846819284734767,0.6691615562848696,8.33216391658651
2021-06-01,277.608,4.423187598975353,0.7808841307354708,9.783726449143849
2021-07-01,278.639,4.207353331662866,0.37138699172933887,4.5488129954340595
2021-08-01,279.021,3.9486331224713345,0.13709495081448697,1.6576009893421118
2021-09-01,279.727,4.013639084827814,0.2530275498976664,3.078944167542841
2021-10-01,281.649,4.5832621627442505,0.6870984924587376,8.564018730257361
2021-11-01,283.411,4.974424126142218,0.6256013690799644,7.770988496501863
2021-12-01,285.221,5.504159561442767,0.6386484645973578,7.938790907580162
2022-01-01,286.799,6.058443287379434,0.5532551950943265,6.844855022385277
2022-02-01,288.256,6.455520430171058,0.5080212971453779,6.269509813727381
2022-03-01,289.044,6.480311508806325,0.27336811722913357,3.330191501767543
2022-04-01,290.474,6.157309612390649,0.4947343657021097,6.10104928915407
2022-05-01,292.039,6.019814344888674,0.5387745546933553,6.660360898268447
2022-06-01,294.009,5.907970951845765,0.6745674379107003,8.40199310845129
2022-07-01,295.08,5.900466194610221,0.36427456302357,4.459946285923766
2022-08-01,296.582,6.29379150673246,0.5090145045411498,6.282112198906042
2022-09-01,298.281,6.632895644682146,0.5728601196296479,7.095102474277004
2022-10-01,299.381,6.295779498595766,0.3687797747761179,4.516228908692943
2022-11-01,300.316,5.9648355215570215,0.31231106850468926,3.812782939005732
2022-12-01,301.433,5.684013449220071,0.3719415548955274,4.5557449330385635
2023-01-01,302.685,5.539070917262623,0.41534934794797973,5.0996433476078185
2023-02-01,304.097,5.495462366785087,0.4664915671407588,5.743781251129976
2023-03-01,305.123,5.562820885401543,0.3373923452056449,4.12468970875759
2023-04-01,306.49,5.513746497104743,0.4480160459880089,5.510665118362912
2023-05-01,307.623,5.336273579898587,0.36966948350680706,4.527347131148707
2023-06-01,308.291,4.857674424932568,0.2171489127926085,2.6371347331827
2023-07-01,308.959,4.7034702453572,0.21667839800707522,2.631352364440609
2023-08-01,309.646,4.4048526208603445,0.22235960111212094,2.701191205281339
2023-09-01,310.616,4.135362292603273,0.3132609496004912,3.8245798881306303
2023-10-01,311.433,4.025639569645367,0.2630257295181293,3.202371935400272
2023-11-01,312.373,4.0147711077664905,0.3018305702992219,3.682703029324763
2023-12-01,313.23,3.9136391835001616,0.27435149644816637,3.3423524469045285
2024-01-01,314.389,3.866726134430176,0.3700156434568891,4.531673203095288
2024-02-01,315.555,3.7678766972380595,0.3708781159646124,4.5424525126004145
2024-03-01,316.762,3.8145272562212673,0.3825006734166747,4.687812380548095
2024-04-01,317.596,3.623609253156701,0.2632891571590079,3.2056257869613303
2024-05-01,318.053,3.390513713213905,0.14389349991812406,1.7404532816715168
2024-06-01,318.343,3.260555773603513,0.09117977192480975,1.099661049904621
2024-07-01,318.933,3.2282600603963596,0.18533468617183413,2.24682717724074
2024-08-01,319.839,3.2918235662659834,0.28407220325272764,3.462634031317857
2024-09-01,320.835,3.289914234939606,0.311406676484105,3.8015520785744217
2024-10-01,321.688,3.292843083424035,0.2658687487337774,3.2374938065550696
2024-11-01,322.619,3.280053013544726,0.2894108577255139,3.5287477814802903
2024-12-01,323.296,3.213613000031912,0.20984504942360704,2.5474079110368475
2025-01-01,324.739,3.2920999144371965,0.4463401959813762,5.4895432885952555
2025-02-01,325.475,3.143667506456893,0.2266435506668607,2.7538824617117985
2025-03-01,325.659,2.8087333707957463,0.05653275981256645,0.680506426619365
2025-04-01,326.43,2.781521177848578,0.23675071163395955,2.878295636288297
2025-05-01,326.854,2.7671488714145154,0.12989002236314384,1.569863756805101
