DATE,GDPPOT,gdppot_us_yoy,gdppot_us_qoq
1978-01-01,6859.412031,0.03351028609365381,0.008503964449933399
1978-04-01,6918.2167930000005,0.03403908643910247,0.008572857518143184
1978-07-01,6978.560672,0.03460349324483358,0.008722461409572446
1978-10-01,7040.228437999999,0.03508846797195142,0.008836745698497461
1979-01-01,7104.032112000001,0.03566196051417814,0.009062727802356285
1979-04-01,7165.884873,0.035799410080729954,0.00870671191020067
1979-07-01,7224.262717,0.03520812622376801,0.00814663437030072
1979-10-01,7278.140549,0.03379323740631168,0.007457900426740549
1980-01-01,7326.394112000002,0.031300815719060626,0.006629930086556435
1980-04-01,7367.99518,0.02820451494574261,0.00567824599168909
1980-07-01,7403.120921,0.024757987217036703,0.004767340387972441
1980-10-01,7440.202161,0.022266897830417243,0.005008865908810778
1981-01-01,7464.041262999998,0.018787844183067115,0.0032040933141517236
1981-04-01,7511.001471,0.019409118424531746,0.006291525776094931
1981-07-01,7561.344362000002,0.021372532299341218,0.006702553739920791
1981-10-01,7614.916401,0.02348245870465937,0.007084988652180435
1982-01-01,7670.935786,0.027718834303020135,0.00735653315808471
1982-04-01,7728.749406999998,0.028990532998924845,0.007536710332722629
1982-07-01,7788.057417,0.02998316756202235,0.007673687795632933
1982-10-01,7848.883640000002,0.030724859825024042,0.007810191905779806
1983-01-01,7909.526731999998,0.03110323859514552,0.007726333422876097
1983-04-01,7971.56243,0.03141685804692851,0.00784316181005118
1983-07-01,8035.366219,0.031754876570396995,0.008003925147707758
1983-10-01,8101.78343,0.032221115970066716,0.008265610949125701
1984-01-01,8170.828575,0.0330363436212735,0.008522215583340875
1984-04-01,8242.474702,0.03398483978253175,0.008768526513848629
1984-07-01,8315.799056,0.03489982028907446,0.008895914958914952
1984-10-01,8390.357347,0.03561856713318723,0.008965860105314194
1985-01-01,8465.293021,0.03603850494440208,0.00893116596837129
1985-04-01,8540.41938,0.03614747861193979,0.008874631842469283
1985-07-01,8615.339004000001,0.036020585151570916,0.008772358904932664
1985-10-01,8689.681432,0.03567477195795776,0.008629077505305505
1986-01-01,8763.169215,0.035187936585426405,0.008456901852509802
1986-04-01,8835.903368000001,0.034598299550952616,0.008299982713502851
1986-07-01,8908.212172,0.033994386972354906,0.00818352136600664
1986-10-01,8980.832855,0.03350541964954301,0.008152105225811779
1987-01-01,9053.334811,0.0331119471598611,0.008072965745001603
1987-04-01,9125.620753,0.03278865475704906,0.007984454735084912
1987-07-01,9197.770225,0.03250462016499012,0.007906253607600666
1987-10-01,9270.501462,0.03225409176151506,0.007907485751526222
1988-01-01,9343.141538000002,0.03201104709480962,0.007835614534742685
1988-04-01,9416.313106,0.031854529227991035,0.007831580812770245
1988-07-01,9489.692044,0.03173832481774119,0.007792746181437327
1988-10-01,9563.580516,0.031614153258196165,0.007786182276243281
1989-01-01,9637.655055,0.0315218939798958,0.007745481817826638
1989-04-01,9711.862488,0.03138695354253662,0.007699739467382338
1989-07-01,9786.059985000002,0.03123051197297655,0.007639883399469527
1989-10-01,9860.011412,0.030995807010153476,0.0075568131723442455
1990-01-01,9933.160668,0.0306615677064197,0.007418780054450513
1990-04-01,10005.191,0.03020311627789596,0.00725150175331879
1990-07-01,10075.35193,0.02956163618896923,0.00701245283573293
1990-10-01,10143.60708,0.028762204844393402,0.006774468075578133
1991-01-01,10210.3138,0.027901807014242497,0.006576232643269897
1991-04-01,10275.38433,0.02700531454122168,0.0063730196029823105
1991-07-01,10339.40166,0.0262074944711137,0.0062301640448712
1991-10-01,10403.44307,0.025615738854111836,0.006193918381926844
1992-01-01,10467.53224,0.025192021032693468,0.006160380709422375
1992-04-01,10532.40179,0.025012929127099515,0.006197215209150286
1992-07-01,10598.61706,0.025070638371930798,0.006286815801393786
1992-10-01,10665.78356,0.0252166987635567,0.006337289065145191
1993-01-01,10733.96018,0.025452793828700804,0.006392087333900509
1993-04-01,10804.01648,0.025788485420095375,0.006526603306255208
1993-07-01,10875.16202,0.026092551361601712,0.006585101025317952
1993-10-01,10947.42502,0.026406073066796765,0.006644774566770151
1994-01-01,11020.72941,0.026716069855962532,0.006696039467370518
1994-04-01,11094.90679,0.026924274924837954,0.006730714205966493
1994-07-01,11170.74646,0.02717977345591782,0.006835539174457672
1994-10-01,11247.90841,0.02744786006307809,0.006907501685433415
1995-01-01,11325.93806,0.027694051695258848,0.006937258657852219
1995-04-01,11405.42678,0.027987615928407594,0.007018290191850074
1995-07-01,11485.86699,0.02820944250488333,0.007052801403368392
1995-10-01,11568.46189,0.0284989411644756,0.007191002653252898
1996-01-01,11652.86137,0.028865009526636953,0.007295652680755715
1996-04-01,11742.56188,0.02955918322944151,0.007697723945376156
1996-07-01,11838.76089,0.030724184800959398,0.008192335793762995
1996-10-01,11941.25553,0.03222499616152508,0.008657547943769606
1997-01-01,12049.81291,0.034064726885187246,0.009090951929407343
1997-04-01,12163.58429,0.035854391426890286,0.009441754892773657
1997-07-01,12282.93704,0.03751880404774366,0.009812300975964972
1997-10-01,12406.57853,0.038967677965769276,0.010066117704369493
1998-01-01,12533.99076,0.040181358301271786,0.010269731472855925
1998-04-01,12665.39293,0.04125499754316242,0.01048366577860782
1998-07-01,12799.21371,0.04203202119482641,0.010565860904561797
1998-10-01,12935.63458,0.04264318713823512,0.010658535210910314
1999-01-01,13074.75048,0.043143459282396934,0.010754470462167376
1999-04-01,13215.68444,0.04344843567360224,0.010779093659613714
1999-07-01,13358.46112,0.04369388797399809,0.010803578176235451
1999-10-01,13503.54349,0.04390267106633128,0.010860709830025739
2000-01-01,13649.99176,0.04399634860182822,0.010845173350865434
2000-04-01,13792.73614,0.0436641554676831,0.01045747004905162
2000-07-01,13929.502,0.04274750473653355,0.009915788905971112
2000-10-01,14059.35651,0.04116053096815708,0.009322265074515945
2001-01-01,14182.387,0.03900333783058629,0.008750790970589062
2001-04-01,14298.49751,0.03666867580633637,0.008186951181067048
2001-07-01,14407.70518,0.034330242387703436,0.007637702487525377
2001-10-01,14510.93506,0.03211943232813019,0.0071649078538404964
2002-01-01,14608.73685,0.030061924695750974,0.006739868216321554
2002-04-01,14702.8967,0.028282635271095646,0.00644544774588085
2002-07-01,14795.13827,0.02689068697337116,0.006273700474274557
2002-10-01,14886.17624,0.025859200557954987,0.006153235497947218
2003-01-01,14977.19895,0.02522203690731839,0.006114579629617367
2003-04-01,15069.0265,0.024901882089670258,0.006131156453657249
2003-07-01,15161.01304,0.024729391731463712,0.00610434522760972
2003-10-01,15254.33442,0.024731547851135627,0.006155352531772573
2004-01-01,15349.3686,0.024849082344599482,0.006229978797068991
2004-04-01,15445.75949,0.02500048626233431,0.006279795118087073
2004-07-01,15544.0956,0.0252676096900184,0.006366544167909938
2004-10-01,15643.39944,0.025505211128051375,0.006388524784934901
2005-01-01,15740.36208,0.025472935740171065,0.006198310052230038
2005-04-01,15833.98635,0.025134850782271068,0.0059480378865590655
2005-07-01,15925.48397,0.024535899663406413,0.0057785587266216965
2005-10-01,16014.16822,0.023701292127844553,0.00556870046568525
2006-01-01,16099.61021,0.02282337141764157,0.005335399805110885
2006-04-01,16182.6442,0.02201958763214429,0.005157515549564451
2006-07-01,16261.61595,0.0211065472567864,0.0048800275791764935
2006-10-01,16336.38318,0.02012061791617681,0.004597773691734641
2007-01-01,16413.08416,0.01947090307846633,0.004695101673049651
2007-04-01,16492.813130000002,0.019166764477217102,0.0048576470590646625
2007-07-01,16575.36122,0.019293609624325248,0.005005094603893978
2007-10-01,16658.2616,0.019703162961680842,0.005001422225415775
2008-01-01,16741.83551,0.020029833929761764,0.005016964675353508
2008-04-01,16824.00846,0.020081190964176043,0.004908240195701241
2008-07-01,16903.75132,0.019811942294431617,0.004739825243763596
2008-10-01,16979.72738,0.019297678696557297,0.004494627172496823
2009-01-01,17050.23362,0.01842080635756993,0.004152377621978065
2009-04-01,17116.47772,0.017384041424810315,0.0038852312218347063
2009-07-01,17178.970269999998,0.016281530932980903,0.0036510169336403386
2009-10-01,17239.53132,0.015300831054921193,0.0035253015197167503
2010-01-01,17300.29215,0.014665988488666848,0.0035245059086677077
2010-04-01,17362.17218,0.014354265171795166,0.0035768199440493476
2010-07-01,17426.505869999997,0.014409222212362405,0.0037053940793252416
2010-10-01,17492.53719,0.0146759134748915,0.0037891313664706328
2011-01-01,17560.4955,0.015040402077834303,0.0038849887390179916
2011-04-01,17630.45708,0.01545226583509196,0.003984032227336565
2011-07-01,17702.57186,0.015841729378191394,0.004090352262154706
2011-10-01,17776.28839,0.016221271786817537,0.0041641706404575984
2012-01-01,17851.548590000002,0.016574309648608843,0.004233740944613595
2012-04-01,17928.8843,0.016926799948853155,0.004332156933618769
2012-07-01,18007.78469,0.017241157522972506,0.004400741768409988
2012-10-01,18088.02803,0.017536823951133096,0.0044560361744308
2013-01-01,18170.17776,0.01784882518138975,0.004541663130096296
2013-04-01,18253.52756,0.018107276201229983,0.004587175816380018
2013-07-01,18337.599,0.018315096258517016,0.004605763994036449
2013-10-01,18422.91329,0.01851419399862575,0.004652424235037644
2014-01-01,18509.443,0.018671542154467202,0.004696852698479859
2014-04-01,18597.08684,0.018821527996202958,0.004735087922418835
2014-07-01,18686.78631,0.019042149956491006,0.004823307584232328
2014-10-01,18777.72656,0.019259346467889626,0.004866553750407787
2015-01-01,18869.77467,0.019467450749328208,0.004901983725552839
2015-04-01,18963.01626,0.019676706526579935,0.004941319736490701
2015-07-01,19056.83833,0.01980287106948775,0.004947634316904814
2015-10-01,19150.9692,0.0198768811979122,0.004939479905846422
2016-01-01,19245.2221,0.019896762762986464,0.0049215733687253405
2016-04-01,19339.74405,0.019866448714420004,0.004911450203528789
2016-07-01,19434.06234,0.019794679656077063,0.004876915110983537
2016-10-01,19528.05803,0.01969032616897537,0.004836646520708809
2017-01-01,19622.17184,0.01958666613673432,0.004819414703470137
2017-04-01,19717.08385,0.01951110619791252,0.004836977821513155
2017-07-01,19814.50161,0.019575900465079954,0.004940779313062471
2017-10-01,19914.26761,0.01977716265522589,0.005034999212377267
2018-01-01,20016.543169999997,0.020098250755100855,0.005135793191241467
2018-04-01,20121.67138,0.02051964342587098,0.005252066208792927
2018-07-01,20228.12968,0.020875017607874025,0.005290728488181795
2018-10-01,20335.09873,0.02113214144961484,0.005288133489957048
2019-01-01,20443.03304,0.021306869341915613,0.0053077839175064145
2019-04-01,20551.11493,0.021342339902581164,0.00528697917713683
2019-07-01,20658.99661,0.021300384010589424,0.005249431983007202
2019-10-01,20763.9792,0.021090650982052095,0.005081688718085564
2020-01-01,20867.2769,0.02075249104034138,0.004974850870588465
2020-04-01,20970.42195,0.02040312758836782,0.004942908961925951
2020-07-01,21071.76263,0.019979964554532215,0.004832553214314306
2020-10-01,21174.33034,0.01976264453202692,0.004867542967381899
2021-01-01,21277.70315,0.019668414425458636,0.004881987214713446
2021-04-01,21382.89835,0.019669437314302485,0.004943917078756632
2021-07-01,21493.01915,0.019991517909387024,0.005149947317595549
2021-10-01,21606.08076,0.0203902750673719,0.005260387533782218
2022-01-01,21722.0248,0.0208820306810229,0.005366268935486307
2022-04-01,21840.56636,0.02140346002252791,0.005457205812599897
2022-07-01,21961.53508,0.021798516380143074,0.00553871717454868
2022-10-01,22084.92536,0.022162492370504383,0.005618472458802204
2023-01-01,22208.24254,0.02238362880425404,0.005583771644678048
2023-04-01,22333.11239,0.02255188908022432,0.005622680397833868
2023-07-01,22459.74068,0.022685372319610986,0.005669979525858571
2023-10-01,22588.18459,0.022787454419542552,0.005718850980072965
2024-01-01,22718.13,0.022959379117083456,0.005752804501939934
2024-04-01,22849.87,0.02313862935787614,0.005798892778586806
2024-07-01,22981.32,0.023222855839313272,0.005752767958854932
2024-10-01,23113.34,0.023249119817822406,0.005744665667594351
2025-01-01,23243.22,0.023113258001428827,0.005619265757350611
2025-04-01,23376.07,0.02302857740547326,0.005715645250528922
2025-07-01,23510.18,0.02301260327953325,0.005737063586821911
